Unnamed: 0,Judul,Harga,Lokasi,Hyperlink,Img_Hyperlink,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Carport,Tipe Properti,Sertifikat,Daya Listrik,Kamar Pembantu,Dapur,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Pemandangan,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti,Tipe Iklan
1056,"BALIKPAPAN, RUMAH CANTIK DAN NYAMAN DI KILO 10",Rp 750 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15751096/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15751096/original/hos15751096-rumah-di-jual-di-balikpapan-utara-balikpapan-1702279903.jpg,3.0,3.0,144 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
1057,Rumah Siap Huni (AL003),"Rp 3,5 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15748853/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1838631/2023-12-11-04-25-27-8cd1355a-c030-438b-a7b1-ed9359d4bfbe.jpg,4.0,4.0,160 m²,298 m²,,Rumah,SHM - Sertifikat Hak Milik,5500 Watt,1.0,,Ya,Ya,Furnished,1.0,Perkotaan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1058,BALIKPAPAN PERUMAHAN REGENCY,Rp 450 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15746342/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15746342/original/hos15746342-rumah-di-jual-di-balikpapan-selatan-balikpapan-1702254021.jpg,2.0,1.0,72 m²,90 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1059,Hunian Nyaman di Perumahan Villa Damai,"Rp 1,15 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15746337/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15746337/original/hos15746337-rumah-di-jual-di-balikpapan-selatan-balikpapan-1702253867.jpg,3.0,2.0,151 m²,79 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Ya,Ya,Unfurnished,,Pemukiman Warga,Ya,2 Mobil,,Tidak,Bagus,Dijual
1060,Kos-kosan di Marthadinata,"Rp 2,2 Miliar","Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15675967/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1641896/2023-12-04-23-16-15-dfa27c2d-6992-45a0-bed7-dbdc34562ebb.jpg,,,469 m²,520 m²,,Rumah,SHM - Sertifikat Hak Milik,3300 Watt,,,Tidak,Tidak,,1.0,,Ya,2 Mobil,PAM atau PDAM,Tidak,Sudah Renovasi,Dijual
1061,Rumah istimewa Balikpapan Baru,"Rp 3,9 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15673436/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1929388/2023-12-04-11-32-57-866f79b2-8582-4d88-b82c-d5390fcdd2fa.jpg,3.0,2.0,235 m²,170 m²,3.0,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1.0,1.0,Ya,Ya,Semi Furnished,2.0,Perkotaan,Ya,2 Mobil,Sumur Galian,Ya,Sudah Renovasi,Dijual
1062,Rumah Minimalis Lokasi Strategis,Rp 650 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15619588/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1355633/2023-12-03-05-06-18-50a100ce-e818-4da9-88e8-be57862a6002.png,3.0,2.0,72 m²,54 m²,1.0,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,1.0,Tidak,Ya,Unfurnished,1.0,Pemukiman Warga,Ya,,Sumur Bor,Tidak,Bagus,Dijual
1063,"RUMAH BESAR DAN LUAS LOKASI NYAMAN, AMAN DAN TENANG","Rp 2,42 Miliar","Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15664936/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15664936/original/hos15664936-rumah-di-jual-di-balikpapan-tengah-balikpapan-1701655354.jpg,4.0,3.0,354 m²,225 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1064,di Perumahan Rengganis,"Rp 3,5 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15664795/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1641896/2023-12-04-01-47-04-6988b897-c412-4ced-b943-682c807edabc.jpg,,,300 m²,300 m²,,Rumah,SHM - Sertifikat Hak Milik,10000 Watt,,,Tidak,Tidak,,1.0,,Ya,2 Mobil,PAM atau PDAM,Tidak,Sudah Renovasi,Dijual
1065,RUMAH MURAH SATU LANTAI DI KAWASAN SUMBER REJO,Rp 650 Juta,"Sumber Rejo, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15664660/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15664660/original/hos15664660-rumah-di-jual-di-sumber-rejo-balikpapan-1701653437.jpg,2.0,1.0,96 m²,45 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1066,Hunian Dihook di Perumahan Balikpapan Baru,"Rp 1,65 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15664366/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15664366/original/hos15664366-rumah-di-jual-di-balikpapan-baru-balikpapan-1701648606.jpg,3.0,2.0,216 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,,,,,,,,,,,Dijual
1067,GRAHA INDAH,Rp 600 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15598218/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15598218/original/hos15598218-rumah-di-jual-di-balikpapan-utara-balikpapan-1701074226.jpg,3.0,1.0,108 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1068,SEPINGGAN PRATAMA,Rp 700 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15598011/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15598011/original/hos15598011-rumah-di-jual-di-balikpapan-selatan-balikpapan-1701074160.jpg,2.0,2.0,150 m²,150 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,1.0,,,,,,,,,,,,Dijual
1069,RUMAH  2 LANTAI SIAP HUNI DI REGENCY,Rp 795 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15597986/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15597986/original/hos15597986-rumah-di-jual-di-balikpapan-selatan-balikpapan-1701074093.jpg,3.0,2.0,84 m²,56 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1070,RUMAH MURAH SATU LANTAI DI PERUMAHAN DAUN VILLAGE,Rp 700 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15591093/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15591093/original/hos15591093-rumah-di-jual-di-balikpapan-selatan-balikpapan-1701048332.jpg,2.0,1.0,85 m²,45 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1071,RUMAH SIAP HUNI CANTIK MINIMALIS DI BALIKPAPAN REGENCY,"Rp 1,2 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15530444/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15530444/original/hos15530444-rumah-di-jual-di-balikpapan-selatan-balikpapan-1700464247.jpg,3.0,2.0,158 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1072,"Dijual Rumah di Bukit Damai Indah Bdi, Balikpapan","Rp 1,5 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15526084/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1805813/2023-11-20-02-37-51-e9ec2864-d4eb-4160-b650-6e4c90ac4f6e.png,3.0,2.0,180 m²,60 m²,1.0,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Ya,Unfurnished,1.0,Perkotaan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1073,Rumah Mewah 2 lantai  di komplek Ramayana Balikpapan,"Rp 1,8 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15442484/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15442484/original/hos15442484-rumah-di-jual-di-balikpapan-utara-balikpapan-1699851707.jpg,5.0,4.0,300 m²,308 m²,,Rumah,SHM - Sertifikat Hak Milik,4400 Watt,,,,,,,,,,,,,Dijual
1074,RUMAH MINIMAlIS HOOK 1 LANTAI SIAP HUNI DENGAN LOKASI NYAMAN DAN AMAN,"Rp 1,3 Miliar","Balikpapan Timur, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15372362/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15372362/original/hos15372362-rumah-di-jual-di-balikpapan-timur-balikpapan-1699259949.jpg,2.0,2.0,112 m²,122 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1075,HUNIAN DENGAN SMART HOME SYSTEM DESAIN MINIMALIS LOKASI AMAN NYAMAN DAN MODERN,"Rp 1,75 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15372339/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15372339/original/hos15372339-rumah-di-jual-di-balikpapan-utara-balikpapan-1699259835.jpg,3.0,3.0,98 m²,88 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1076,Rumah Perumahan Pondok Anggun Batu Ampar  Balikpapan utara,Rp 1 Miliar,"Batu Ampar, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15371054/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15371054/original/hos15371054-rumah-di-jual-di-batu-ampar-balikpapan-1699256032.jpg,4.0,2.0,162 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1077,"Rumah perumahan Ramayana kilo KM 3,5 balikpapan utara",Rp 950 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15371052/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15371052/original/hos15371052-rumah-di-jual-di-balikpapan-utara-balikpapan-1699256030.jpg,4.0,2.0,210 m²,150 m²,,Rumah,HGB - Hak Guna Bangunan,2200 Watt,,,,,,,,,,,,,Dijual
1078,Rumah baru perumahan pesona katulistiwa suangai ampal balikpapan,Rp 673 Juta,"Sumber Rejo, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15371050/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15371050/original/hos15371050-rumah-di-jual-di-sumber-rejo-balikpapan-1699256029.jpg,3.0,1.0,78 m²,42 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1079,BALIKPAPAN PERUMAHAN RESIDENCE KARTINI BALIKPAPAN DUA,"Rp 1,2 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15369411/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15369411/original/hos15369411-rumah-di-jual-di-balikpapan-selatan-balikpapan-1699249341.jpg,2.0,1.0,120 m²,90 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1080,RUMAH DUA KAMAR TIDUR SIAP HUNI DALAM PERUMAHAN TENGAH KOTA BALIKPAPAN,Rp 900 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15293783/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15293783/original/hos15293783-rumah-di-jual-di-balikpapan-selatan-balikpapan-1698655216.jpg,2.0,1.0,91 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1081,RUMAH TIGA KAMAR TIDUR SIAP HUNI DALAM PERUMAHAN TENGAH KOTA BALIKPAPAN,"Rp 1,25 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15293469/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15293469/original/hos15293469-rumah-di-jual-di-balikpapan-utara-balikpapan-1698654298.jpg,3.0,2.0,210 m²,98 m²,,Rumah,SHM - Sertifikat Hak Milik,900 Watt,,,,,,,,,,,,,Dijual
1082,RUMAH MODERN MEWAH EXCLUSIVE DI TENGAH KOTA BALIKPAPAN,"Rp 2,8 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15207014/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15207014/original/hos15207014-rumah-di-jual-di-balikpapan-selatan-balikpapan-1698020296.jpg,3.0,3.0,126 m²,92 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1083,RUMAH  DI SEPINGGAN PRATAMA,"Rp 1,1 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15207008/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15207008/original/hos15207008-rumah-di-jual-di-balikpapan-selatan-balikpapan-1698020118.jpg,3.0,3.0,120 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1084,di  Rumah Nyaman Kawasan Elite Citra Bukit Indah Ciputra BDI,Rp 975 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15130985/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15130985/original/hos15130985-rumah-di-jual-di-balikpapan-selatan-balikpapan-1697418278.jpg,2.0,1.0,90 m²,55 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1085,RUMAH TUMBUH BARU DUA LANTAI TIGA KAMAR TIDUR DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 2,1 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15130845/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15130845/original/hos15130845-rumah-di-jual-di-balikpapan-utara-balikpapan-1697416471.jpg,3.0,3.0,140 m²,70 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1086,RUMAH MINIMALIS SIAP HUNI,"Rp 1,3 Miliar","Balikpapan Baru, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15053082/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15053082/original/hos15053082-rumah-di-jual-di-balikpapan-baru-balikpapan-1696837743.jpg,2.0,1.0,130 m²,81 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1087,RUMAH CANTIK SATU LANTAI SIAP HUNI DI PERUMAHAN WIKA,"Rp 2,8 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15050173/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15050173/original/hos15050173-rumah-di-jual-di-balikpapan-utara-balikpapan-1696826211.jpg,3.0,2.0,311 m²,225 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,1.0,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1088,rumah tingkat 2 di kampung  Timur Balikpapan,"Rp 1,65 Miliar","Gn. Samarinda, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15049662/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15049662/original/hos15049662-rumah-di-jual-di-gn.-samarinda-balikpapan-1696824426.jpg,6.0,2.0,250 m²,246 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Bagus,Dijual
1089,Hunian baru konsep Villa ditengah kota balikpapan ,Rp 850 Juta,"Damai, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15048371/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15048371/original/hos15048371-rumah-di-jual-di-damai-balikpapan-1696819627.jpg,3.0,3.0,125 m²,135 m²,2.0,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,2 Mobil,Sumur Bor,Tidak,Baru,Dijual
1090,Hunian terawat di perumahan yang nyaman sekali,Rp 800 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15047965/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15047965/original/hos15047965-rumah-di-jual-di-balikpapan-selatan-balikpapan-1696817539.jpg,3.0,2.0,130 m²,125 m²,2.0,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1091,"Rumah dikawasan adem, nyaman dan aman dikota balikpapan ",Rp 850 Juta,"Sepinggan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15047935/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15047935/original/hos15047935-rumah-di-jual-di-sepinggan-balikpapan-1696817389.jpg,3.0,2.0,180 m²,160 m²,1.0,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,Tidak,Tidak,Unfurnished,,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1092,Hunian cantik ditengah kota balikpapan. ,"Rp 1,75 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15047891/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15047891/original/hos15047891-rumah-di-jual-di-balikpapan-selatan-balikpapan-1696817072.jpg,5.0,2.0,300 m²,280 m²,1.0,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,Tidak,Tidak,Furnished,,Pemukiman Warga,Tidak,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1093,"BALIKPAPAN, RUMAH LUAS DI MANGGAR (Y515)","Rp 1,35 Miliar","Batakan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos15047172/,https://picture.rumah123.com/r123/720x420-crop/house/ho15/15047172/original/hos15047172-rumah-di-jual-di-batakan-balikpapan-1700036070.jpg,4.0,5.0,350 m²,320 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
1094,RUMAH EMPAT KAMAR TIDUR BARU DI CAT DALAM PERUMAHAN ELITE BALIKPAPAN,"Rp 1,25 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14975200/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14975200/original/hos14975200-rumah-di-jual-di-balikpapan-selatan-balikpapan-1696236739.jpg,4.0,2.0,144 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1095,RUMAH HOOK EMPAT KAMAR TIDUR DALAM PERUMAHAN BALIKPAPAN,Rp 900 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14975019/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14975019/original/hos14975019-rumah-di-jual-di-balikpapan-selatan-balikpapan-1696236249.jpg,4.0,2.0,163 m²,100 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,,,,,,,,,,,Dijual
1096,RUMAH  KONTRAKAN  2 LANTAI 4 PINTU  BANGUNAN BARU  DI BATAKAN MAS,"Rp 1,1 Miliar","Batakan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14974991/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14974991/original/hos14974991-rumah-di-jual-di-batakan-balikpapan-1696236153.jpg,8.0,4.0,135 m²,120 m²,,Rumah,SHM - Sertifikat Hak Milik,3500 Watt,,,,,,,,,,,,,Dijual
1097,RUMAH STRATEGIS DI TEPI JL. LETJEN S PARMAN BALIKPAPAN,"Rp 3,4 Miliar","Balikpapan Tengah, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14971549/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14971549/original/hos14971549-rumah-di-jual-di-balikpapan-tengah-balikpapan-1696225677.jpg,3.0,2.0,305 m²,220 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,1.0,,,,,,,,,,,,Dijual
1098,RUMAH SECOND DIJUAL CEPAT BU DI JL. SORONG BALIKPAPAN,"Rp 1,8 Miliar","Muara Rapak, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14910203/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1252698/2023-09-25-22-26-17-85b8038c-cfdd-4953-ab86-b259d87770c1.jpg,6.0,3.0,268 m²,243 m²,2.0,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,1.0,Ya,Ya,Unfurnished,2.0,Perkotaan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,Dijual
1099,RUMAH GRANDCITY CLUSTER NORDVILLE BALIKPAPAN GERBANG IKN,"Rp 1,71 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14900189/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14900189/original/hos14900189-rumah-di-jual-di-balikpapan-utara-balikpapan-1695611331.jpg,3.0,2.0,98 m²,88 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",2200 Watt,,1.0,Tidak,Tidak,Unfurnished,2.0,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Baru,Dijual
1100,RUMAH NEW HAYFIELD GRAND CITY BALIKPAPAN DP HANYA 10 JUTAAN,Rp 960 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14898231/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14898231/original/hos14898231-rumah-di-jual-di-balikpapan-utara-balikpapan-1695603136.jpg,2.0,2.0,60 m²,47 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",2200 Watt,,1.0,Tidak,Tidak,Unfurnished,2.0,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Baru,Dijual
1101,BALIKPAPAN RUMAH BARU MINIMALIS 2 LANTAI GRAND CITY (LM123),Rp 975 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14898227/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1507995/2023-11-22-14-36-03-30e4a6fd-65bd-4acd-afd4-6fc04a83ae92.jpg,2.0,2.0,60 m²,47 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1102,123 Balikpapan Grand City Rumah Baru Minimalis 2 Lantai,"Rp 1,25 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14898226/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-05-06-06-01-277e250d-689b-41bd-8052-b8f11e201b2d.jpg,2.0,2.0,60 m²,47 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1103,rumah minimalis kawasan perumahan polisi,Rp 700 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14898208/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14898208/original/hos14898208-rumah-di-jual-di-balikpapan-selatan-balikpapan-1695602741.jpg,2.0,1.0,90 m²,60 m²,,Rumah,SHM - Sertifikat Hak Milik,1300 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,Bagus,Dijual
1104,SMART HOME SISTEM GRAND CITY BALIKPAPAN DP HANYA 10 JUTAAN,Rp 970 Juta,"Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14898182/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14898182/original/hos14898182-rumah-di-jual-di-balikpapan-utara-balikpapan-1695602431.jpg,2.0,2.0,60 m²,47 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",1300 Watt,,1.0,Tidak,Tidak,Unfurnished,2.0,Pemukiman Warga,Tidak,2 Mobil,,Tidak,Baru,Dijual
1105,BALIKPAPAN RUMAH 2 LANTAI DI KAWASAN ELIT GRAND CITY (LM321),"Rp 3,37 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14898148/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1507995/2023-12-05-02-21-23-aa16625e-d9f2-4237-8163-1299a25af7e1.jpg,3.0,3.0,220 m²,190 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",2200 Watt,1.0,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1106,321 Balikpapan Gran City Rumah 2 Lantai Di Kawasan Elite,"Rp 3,37 Miliar","Balikpapan Utara, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14898147/,https://picture.rumah123.com/r123-images/720x420-crop/customer/1737807/2023-12-05-06-07-18-3dd7251a-65fb-4f51-94e3-491475db46d1.jpg,3.0,3.0,220 m²,190 m²,,Rumah,"Lainnya (PPJB,Girik,Adat,dll)",2200 Watt,1.0,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1107,Rumah Asri Balikpapan Strategis Dekat Polda dan Bandara 005PKR,Rp 500 Juta,"Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14898146/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14898146/original/hos14898146-rumah-di-jual-di-balikpapan-selatan-balikpapan-1695601732.jpg,2.0,1.0,84 m²,42 m²,,Rumah,HGB - Hak Guna Bangunan,1300 Watt,,,,,,,,,,,,,Dijual
1108,RUMAH MINIMALIS 2 LANTAI SIAP HUNI DENGAN ROOFTOP DI BAGIAN ATAS LOKASI AMAN DAN NYAMAN,"Rp 2,2 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14898126/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14898126/original/hos14898126-rumah-di-jual-di-balikpapan-selatan-balikpapan-1695601236.jpg,4.0,4.0,160 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,Tidak,Tidak,,,,Tidak,,,Tidak,,Dijual
1109,RUMAH MINIMALIS 2 LANTAI BEBAS BANJIR DI CASTARIKA,"Rp 2,2 Miliar","Balikpapan Selatan, Balikpapan",https://www.rumah123.com//properti/balikpapan/hos14898121/,https://picture.rumah123.com/r123/720x420-crop/house/ho14/14898121/original/hos14898121-rumah-di-jual-di-balikpapan-selatan-balikpapan-1695601145.jpg,4.0,4.0,160 m²,200 m²,,Rumah,SHM - Sertifikat Hak Milik,2200 Watt,,,,,,,,,,,,,Dijual
